id,image,gt,source_name,source_code,source_title,publisher,publication_year,source_material,source_category,sample_type,scene,difficulty,script_mix,has_digit,line_count,nonspace_len,yi_count,han_count,latin_count,digit_count,original_id,original_image,page_file,page,box,part,region_kind,original_source_name,original_source_code
le_e_ma_mu_guide_line_000148,images/le_e_ma_mu_guide_line_000148.png,ꑍꎝꇊꆏꏂ／ꑍꑵꌠꆏꁮꏂ蛇是第二种，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,11,5,0,0,book_00148_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_004__body_line,images/book_00148_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_004__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,4,,,,
le_e_ma_mu_guide_line_000149,images/le_e_ma_mu_guide_line_000149.png,ꏂꉬꌺꒉꈤ／ꁮꏂꈐꏭꌺꒉꆹ蛇类的长子，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00149_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_005__body_line,images/book_00149_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_005__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,5,,,,
le_e_ma_mu_guide_line_000150,images/le_e_ma_mu_guide_line_000150.png,ꇐꌅꇐꃀꐛ／ꇐꈐꏭꌅꃀꐛꄉ成为龙的首领，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,20,12,6,0,0,book_00150_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_006__body_line,images/book_00150_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_006__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,6,,,,
le_e_ma_mu_guide_line_000151,images/le_e_ma_mu_guide_line_000151.png,ꃪꅪꈬꊂꄃ／ꃪꅪꐛꅉꑠꇬꐥ扎根在崖壁下；,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,20,12,6,0,0,book_00151_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_007__body_line,images/book_00151_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_007__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,7,,,,
le_e_ma_mu_guide_line_000152,images/le_e_ma_mu_guide_line_000152.png,ꏂꉬꌺꇢꆹ／ꁮꏂꈐꏭꌺꇢꆏ蛇类的次子，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00152_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_008__body_line,images/book_00152_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_008__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,8,,,,
le_e_ma_mu_guide_line_000153,images/le_e_ma_mu_guide_line_000153.png,ꏁꇬꁧꆫꐛ／ꏁꇬꁧꆫꐛꄉ成为大蟒蛇，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,11,5,0,0,book_00153_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_009__body_line,images/book_00153_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_009__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,9,,,,
le_e_ma_mu_guide_line_000154,images/le_e_ma_mu_guide_line_000154.png,ꊖꁧꉻꊂꄃ／ꊖꋒꅫꏻꃅꐙꅉꇬꐥ扎根在阴沟潮湿处；,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,24,14,8,0,0,book_00154_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_010__body_line,images/book_00154_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_010__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,10,,,,
le_e_ma_mu_guide_line_000155,images/le_e_ma_mu_guide_line_000155.png,ꏂꉬꌻꑘꆹ／ꁮꏂꈐꏭꌻꑘꆏ蛇类的幺子，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00155_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_011__body_line,images/book_00155_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_011__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,11,,,,
le_e_ma_mu_guide_line_000156,images/le_e_ma_mu_guide_line_000156.png,ꁮꐞꈌꅪꐛ／ꁯꐞꈌꅪꐛꄉ成为红嘴蛇，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,11,5,0,0,book_00156_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_012__body_line,images/book_00156_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_012__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,12,,,,
le_e_ma_mu_guide_line_000157,images/le_e_ma_mu_guide_line_000157.png,ꊖꉻꆽꃴꄃ／ꒉꊩꒉꁖꂱꋮꑠꇬꐥ扎根在沼泽水池边；,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,24,14,8,0,0,book_00157_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_013__body_line,images/book_00157_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_013__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,13,,,,
le_e_ma_mu_guide_line_000158,images/le_e_ma_mu_guide_line_000158.png,ꏂꉬꌕꉐꁋ／ꋌꊂꁮꏂꀋꃷꎵꃅꇫꐥꇈ蛇类子孙繁无数,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,24,16,7,0,0,book_00158_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_014__body_line,images/book_00158_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_014__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,14,,,,
le_e_ma_mu_guide_line_000159,images/le_e_ma_mu_guide_line_000159.png,ꌕꎝꇊꆏꄀ／ꌕꉹꌠꆏꄀꉬꀐ雕是第三种，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00159_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_015__body_line,images/book_00159_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_015__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,15,,,,
le_e_ma_mu_guide_line_000160,images/le_e_ma_mu_guide_line_000160.png,ꄀꉘꌺꒉꈤ／ꄀꈐꏭꌺꒉꆏ雕类的长子，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,11,5,0,0,book_00160_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_016__body_line,images/book_00160_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_016__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,16,,,,
le_e_ma_mu_guide_line_000161,images/le_e_ma_mu_guide_line_000161.png,ꅐꅑꃰꃅꐛ／ꅐꅑꈐꏭꃰꃅꐛ成为鸟中鸟，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00161_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_017__body_line,images/book_00161_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_017__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,17,,,,
le_e_ma_mu_guide_line_000162,images/le_e_ma_mu_guide_line_000162.png,ꃅꈯꄀꌺꐙ／ꋋꆏꃅꈯꄀꌺꉬꀐ此即天空的神雕，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,22,13,7,0,0,book_00162_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_018__body_line,images/book_00162_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_018__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,18,,,,
le_e_ma_mu_guide_line_000163,images/le_e_ma_mu_guide_line_000163.png,ꄂꐎꁧꑎꄃ／ꄂꐎꁧꇬꐥ扎根在白云山；,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,10,6,0,0,book_00163_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_019__body_line,images/book_00163_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_019__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,19,,,,
le_e_ma_mu_guide_line_000164,images/le_e_ma_mu_guide_line_000164.png,ꅐꅑꌅꃀꆹ／ꅐꅑꈐꏭꌅꃀꆹ鸟中的首领，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00164_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_020__body_line,images/book_00164_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_020__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,20,,,,
le_e_ma_mu_guide_line_000165,images/le_e_ma_mu_guide_line_000165.png,ꎺꑌꃱꇌꐙ／ꎺꑌꃱꇌꐛꇈ就是孔雀鸟，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,11,5,0,0,book_00165_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_021__body_line,images/book_00165_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_021__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,21,,,,
le_e_ma_mu_guide_line_000166,images/le_e_ma_mu_guide_line_000166.png,ꄄꁄꎰꆈꄃ②／ꄄꁄꎿꆈꐥꇈ扎根在滇池边；,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,1,20,11,6,0,1,book_00166_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_022__body_line,images/book_00166_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_022__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,22,,,,
le_e_ma_mu_guide_line_000167,images/le_e_ma_mu_guide_line_000167.png,ꅐꅑꌟꒉꆹ／ꅐꅑꈐꏭꌟꒉꆹ鸟中的头目，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,19,12,5,0,0,book_00167_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_023__body_line,images/book_00167_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_023__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,23,,,,
le_e_ma_mu_guide_line_000168,images/le_e_ma_mu_guide_line_000168.png,ꃅꃴꈥꏂꐙ／ꃅꃴꇬꈭꏂꉬꀐ就是天空的飞雁，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,21,12,7,0,0,book_00168_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_024__body_line,images/book_00168_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_024__body_line.png,le_e_ma_mu_guide_p038_modern_yi_han_mixed.png,38,24,,,,
le_e_ma_mu_guide_line_000169,images/le_e_ma_mu_guide_line_000169.png,ꂸꋠꋂꌕꏣ／ꋂꋠꀋꉆꑠꌕꏣꐥ不当盐来吃的三斤盐巴，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,25,13,10,0,0,book_00169_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_001__body_line,images/book_00169_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_001__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,1,,,,
le_e_ma_mu_guide_line_000170,images/le_e_ma_mu_guide_line_000170.png,ꋋꆹꄲꃅꄜ①／ꋋꈨꑞꑵꄜ这是指什么？,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,1,18,10,5,0,1,book_00170_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_002__body_line,images/book_00170_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_002__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,2,,,,
le_e_ma_mu_guide_line_000171,images/le_e_ma_mu_guide_line_000171.png,"ꃢꑤꀑꊃꄉ②／ꃢꈜꑣꑵꌠꂴꐕꌠꇬꆏ
铠甲的前端，",勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,2,23,15,5,0,1,book_00171_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_003__body_line,images/book_00171_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_003__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,3,,,,
le_e_ma_mu_guide_line_000172,images/le_e_ma_mu_guide_line_000172.png,"ꑣꀒꉦꊂꉦꑍꁕ③／ꑣꀒꉦꊁꉦꑍꁕꃅꐙꑵ
分为前襟和后襟，",勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,2,27,17,7,0,1,book_00172_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_004__body_line,images/book_00172_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_004__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,4,,,,
le_e_ma_mu_guide_line_000173,images/le_e_ma_mu_guide_line_000173.png,"ꋍꁕꀋꇎꌠꑞꄜ／ꄚꋍꁕꇬꀋꇎꀐ，ꋍꑠꑞꄜ
上面差了一片什么东西？",勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,2,31,18,10,0,0,book_00173_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_005__body_line,images/book_00173_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_005__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,5,,,,
le_e_ma_mu_guide_line_000174,images/le_e_ma_mu_guide_line_000174.png,"ꃢꑤꐧꊃꄉ／ꃢꈜꑣꑵꌠꐧꀠꐕꌠꇬꆏ
铠甲的中部，",勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,2,23,16,5,0,0,book_00174_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_006__body_line,images/book_00174_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_006__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,6,,,,
le_e_ma_mu_guide_line_000175,images/le_e_ma_mu_guide_line_000175.png,"ꑣꒌꂷꃘꄙꃘꉐꑋꂷ④／ꑣꒌꂷꃘꄙꃘꉐꑋꂷꅑꑵ
铠珠六千六百零二个，",勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,2,32,20,9,0,1,book_00175_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_007__body_line,images/book_00175_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_007__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,7,,,,
le_e_ma_mu_guide_line_000176,images/le_e_ma_mu_guide_line_000176.png,ꋍꂷꀋꇎꌠꑞꄜ／ꄚꋍꂷꀋꇎꌠꑞꄜ上面差一个什么东西？,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,26,15,9,0,0,book_00176_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_008__body_line,images/book_00176_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_008__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,8,,,,
le_e_ma_mu_guide_line_000177,images/le_e_ma_mu_guide_line_000177.png,ꃢꑤꂪꊃꄉ／ꃢꈜꑣꑵꌠꑬꂪꐕꌠꇬ铠甲的尾部，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,22,15,5,0,0,book_00177_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_009__body_line,images/book_00177_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_009__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,9,,,,
le_e_ma_mu_guide_line_000178,images/le_e_ma_mu_guide_line_000178.png,"ꋍꂷꀋꇎꌠꑞꄜ／ꋍꂷꀋꇎꀐꌠꑞꄜ
上面差了一个什么东西？",勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,2,27,15,10,0,0,book_00178_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_011__body_line,images/book_00178_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_011__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,11,,,,
le_e_ma_mu_guide_line_000179,images/le_e_ma_mu_guide_line_000179.png,ꋋꈨꇠꄎꃲꆏ⑥／ꋋꈨꆏꇠꎼꇁꄎꑲꆏ要是你能解答了，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,1,25,15,7,0,1,book_00179_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_012__body_line,images/book_00179_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_012__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,12,,,,
le_e_ma_mu_guide_line_000180,images/le_e_ma_mu_guide_line_000180.png,ꀿꃼꀿꎹꇿꎹꌠ／ꀿꃼꀿꎹꇿꃼꇿꎹꌠ该到哪儿买父与找父，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,27,16,9,0,0,book_00180_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_013__body_line,images/book_00180_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_013__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,13,,,,
le_e_ma_mu_guide_line_000181,images/le_e_ma_mu_guide_line_000181.png,ꀂꄜꆎꇰꄷ／ꀂꉉꆎꇰꂿꑴꄷ我就告诉你。”,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,20,12,5,0,0,book_00181_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_014__body_line,images/book_00181_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_014__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,14,,,,
le_e_ma_mu_guide_line_000182,images/le_e_ma_mu_guide_line_000182.png,ꏃꇖꊇꑌ／ꏃꇖꊇꄮꆏ石尔呙特啊，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,16,9,5,0,0,book_00182_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_015__body_line,images/book_00182_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_015__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,15,,,,
le_e_ma_mu_guide_line_000183,images/le_e_ma_mu_guide_line_000183.png,ꇠꌠꑲꂸꌧ／ꇫꇠꑲꀋꌧꃅ不会作解答，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,18,11,5,0,0,book_00183_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_016__body_line,images/book_00183_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_016__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,16,,,,
le_e_ma_mu_guide_line_000184,images/le_e_ma_mu_guide_line_000184.png,ꑓꑆꌘꄂꒉ⑦／ꑓꁴꌕꄩꅐꇈ急得流了三滴泪，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,True,1,21,11,7,0,1,book_00184_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_017__body_line,images/book_00184_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_017__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,17,,,,
le_e_ma_mu_guide_line_000185,images/le_e_ma_mu_guide_line_000185.png,ꀱꇊꃪꈿꈍꐯꑟ／ꀱꌊꃪꈿꈍꐯꄉ回到万格梁子之下去，,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,25,14,9,0,0,book_00185_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_018__body_line,images/book_00185_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_018__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,18,,,,
le_e_ma_mu_guide_line_000186,images/le_e_ma_mu_guide_line_000186.png,ꄜꇁꅫꃀꊈꆧꇰ／ꄜꌊꋍꂓꃀꊈꆧꂶꌠꇰꇁ讲给妹妹呙洛听。,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,medium,yi_han,False,1,27,18,7,0,0,book_00186_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_019__body_line,images/book_00186_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_019__body_line.png,le_e_ma_mu_guide_p086_modern_yi_han_mixed.png,86,19,,,,
