id,source_name,sample_type,script_mix,difficulty,has_digit,ned,ws_ned,nfkc_ws_ned,yi_ned,han_ned,dist,gt_len,pred_len,flags,original_id,gt,pred
real_photo_region_000603,真实照片,region,yi_han,medium,False,0.125000,0.130435,0.130435,0.157895,0.000000,3,24,24,ascii_any,upload_real_photo_01_full,"ꆈꌠꁱꂷꋊꍬꄉꌠ
规范彝文ꐳꎺꐳꑛꌗꉭꁌꃪꉂꄧꑓ","ꆈꌠꁱꂷꋊꍬꄉꌠ
规范彝文ꀇꎺꉘꑛꇙꉭꁌꃪꉂꄧꑓ"
handwriting_region_000546,真实手写,region,yi,hard,False,0.117647,0.125000,0.125000,0.148148,,4,34,34,ascii_any,handwriting_00002_hw_20260619_002_HWN_PARAGRAPH_2LINE_002,"ꒈꏂꄯꁯꉆ，ꃪꅪꈬꊂꎭ。
ꉐꃅꀋꌠꇖ，ꑷꌺꒃꇁꋖ，
ꇉꅶꊇꌺꐎꂸꅐ。","ꎁꏂꄯꁯꉆ，ꃪꅪꈬꊂꎭ。
ꉐꃅꀋꌠꇖ，ꑷꌺꒂꆹꂗ，
ꇉꅶꊇꌺꐎꂸꅐ。"
le_e_ma_mu_guide_line_000182,勒俄玛牧导读教程,line,yi_han,medium,False,0.117647,0.062500,0.062500,0.000000,0.200000,2,16,17,ascii_any,book_00182_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_015__body_line,ꏃꇖꊇꑌ／ꏃꇖꊇꄮꆏ石尔呙特啊，,"ꏃꇖꊇꑌ／ꏃꇖꊇꄮꆏ
石尔ꦱ特啊，"
handwriting_region_000558,真实手写,region,yi,hard,False,0.114286,0.121212,0.121212,0.142857,,4,35,34,ascii_any,handwriting_00014_hw_20260619_014_HWN_PARAGRAPH_2LINE_014,"ꑛꑍꋰꀕꃴꀕꇁ，ꒉꋊꉬꑴꄷ。
ꌺꒉꀉꃈꊪ，ꐛꑿꌹꋒꊪ，
ꌦꀋꑌꌠꃘꑟ，","ꎭꑍꋰꃹꀕꇁ，ꒉꋊꉬꑴꄷ。
ꌺꒉꀉꃈꊪ，ꐛꑿꌔꋒꊪ，
ꌦꀋꑌꌠꃘꑟ，"
yi_dictionary_line_000502,彝文检字本,line,yi_han_latin,hard,False,0.111111,0.000000,0.000000,0.000000,0.000000,1,9,8,"ascii_letter,ascii_any",book_00538_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_009__body_line,ꀑ（o）ꀑꁮ 聪明,ꀑ（o）ꀑꁮ聪明
handwriting_region_000574,真实手写,region,yi,hard,False,0.106667,0.111111,0.111111,0.131148,,8,75,75,ascii_any,handwriting_00030_hw_20260619_030_HWN_PARAGRAPH_3LINE_010,"ꍈꀮꇌꎶꒊ，ꀒꑍꂿꄉꇈ，ꋍꑍꌋꃅꋧ。
ꂿꃋꋍꃅꐞ，ꐂꇁꂶꏪꀂꋋꑌ，ꁯꃴꄻꊂꈴ，
ꌅꇴꌅꆹꀁꋌꊰꅉꇬ，ꋍꋏꊿꑌꂦ。
ꁍꐛꇁꂯꐯ，ꇮꌺꀋꁵꅔ，ꈎꑌꇐꈎꌠ。","ꍍꀮꇌꎶꒊ，ꀒꑍꂿꄉꇈ，ꋍꑍꉿꃅꋧ。
ꄩꈍꋍꃅꐞ，ꐂꇁꐙꏪꀂꋋꑌ，ꁯꃴꄻꊂꈴ，
ꄌꇴꌅꆹꀁꋌꊰꅉꇬ，ꋍꋏꊿꑌꂦ。
ꁍꐛꑍꂯꐯ，ꇮꌺꀋꉘꅔ，ꈎꑌꇐꈎꌠ。"
yi_dictionary_line_000496,彝文检字本,line,yi_han_latin,hard,False,0.105263,0.105263,0.105263,0.500000,0.000000,2,19,19,"ascii_letter,ascii_any",book_00532_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_001__body_line,ꆤ（hluop）ꎂꀕꆣ（水）漫动的形容,ꇍ（hluop）ꌕꀕꆣ（水）漫动的形容
handwriting_region_000585,真实手写,region,yi,hard,False,0.103448,0.120000,0.120000,0.120000,,3,29,29,ascii_any,handwriting_00041_hw_20260619_041_HWN_POEM_STANZA_016,"ꌊꐞꁨꇉꀕ
ꂿꃋꋍꃅꐞ
ꃄꅉꋍꃅꐞ
ꁍꐛꇁꂯꐞ
ꀿꐛꇁꂯꐞ","ꌊꐞꁨꇉꋗ
ꂿꈍꋍꃅꐞ
ꃄꅉꋍꃅꐞ
ꁍꐛꇁꂯꐞ
ꃅꐛꇁꂯꐞ"
handwriting_region_000587,真实手写,region,yi,hard,False,0.103448,0.092593,0.092593,0.092593,,6,58,57,ascii_any,handwriting_00043_hw_20260619_043_HWN_REAL_LYRICS_001,"ꌺꃘꉘꐯꑌꑿꉘꃅꐥꌠꉙꐛꇁꀑ
ꀉꐔꀘꇐꈌꃅꇉꇬꈹꌠꅔꅐꇁꀐ
ꁯꄫꄣꐀꅲꈯꒊꃀꒈꅐꇀꌦꃲ
ꃰꊿꉂꐪꈍꑌ ꄚꐊꈢꋒꁧꀋꐚ","ꌺꃘꉘꐯꑌꑿꉘꃅꐥꌠꉙꐛꈤꀑ
ꀉꐔꀘꇐꈌꃅꇉꇬꈹꌠꅔꅐꇁꀐ
ꁯꄫꄣꐀꅱꈯꒊꃀꒈꅐꇋꌦꃲ
ꃰꊿꁧꐪꐟꑌꄚꐊꈢꋒꁧꀋꐚ"
handwriting_region_000560,真实手写,region,yi,hard,False,0.093023,0.100000,0.100000,0.117647,,4,43,43,ascii_any,handwriting_00016_hw_20260619_016_HWN_PARAGRAPH_2LINE_016,"ꇍꈨꀒꎂꆏ，ꀊꊉꎺꀮꁵ，
ꍍꐎꍍꆂꈬꈨꉼꊂꆏ。
ꋍꇉꅥꁧꐙ，ꉬꑎꉬꁧꍍ，
ꋪꀕꐦꇬꋩ。","ꇍꈨꀒꎂꆏ，ꀊꊉꎺꀮꑴ，
ꍍꐎꑪꆂꈬꈨꉼꊂꄸ。
ꋍꇉꅥꁧꐙ，ꉬꑎꉬꁧꅲ，
ꋪꀕꐦꇬꋩ。"
yi_dictionary_line_000497,彝文检字本,line,yi_han_latin,hard,False,0.090909,0.090909,0.090909,0.000000,0.500000,1,11,11,"ascii_letter,ascii_any",book_00533_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_002__body_line,ꆚ（hlip）ꆚꈈ连枷,ꆚ（hlip）ꆚꈈ连柳
le_e_ma_mu_guide_line_000231,勒俄玛牧导读教程,line,yi_han,medium,True,0.090909,0.047619,0.047619,0.083333,0.142857,2,21,22,ascii_any,book_00231_le_e_ma_mu_guide__le_e_ma_mu_guide_p261_modern_yi_han_mixed__v3_box_003__body_line,ꐈꀮꐰꇑꋧ②／ꐈꀮꐰꇑꎸꊌ得到邛部的运气。,"ꐈꀮꐰꇑꋧ②／ꐈꀮꐰꇑꎸꊌ
得到ꍉ部的运气。"
yi_dictionary_line_000491,彝文检字本,line,yi_han_latin,hard,False,0.090909,0.000000,0.000000,0.000000,0.000000,1,11,10,"ascii_letter,ascii_any",book_00527_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_006__body_line,ꌌ（sip）ꌌꉪ 感觉,ꌌ（sip）ꌌꉪ感觉
handwriting_region_000548,真实手写,region,yi,hard,False,0.085714,0.093750,0.093750,0.074074,,3,35,34,ascii_any,handwriting_00004_hw_20260619_004_HWN_PARAGRAPH_2LINE_004,"ꉭꇌꊂꉫꇌ，
ꉒꀱꉒꃀꃅ。ꎺꌺꆳꄿꁵ，
ꅉꐛꏜꂸꋦꌦꂾ，
ꏃꎹꅪꀋꏷ，","ꉭꇌꊂꉫꇌ，
ꉒꀱꉒꃀꃅꎺꌺꆳꄿꄩ，
ꅉꐛꏜꂸꋦꌦꂾ，
ꆳꎹꅪꀋꏷ，"
handwriting_region_000563,真实手写,region,yi,hard,False,0.085714,0.093750,0.093750,0.111111,,3,35,35,ascii_any,handwriting_00019_hw_20260619_019_HWN_PARAGRAPH_2LINE_019,"ꒉꅸꒉꄩꁮ，ꏃꋏꑱꃀ
ꄚꆗꇊ，ꃴꅍꌕꉐꁋ。
ꊿꀀꁍꃅꄉ，ꈨꆨꅇꂸ
ꅲ。","ꒉꅸꒉꌺꁮ，ꏃꋏꑱꈑ
ꄚꆗꇊ，ꃴꅍꌕꉐꁋ。
ꊿꅪꁍꃅꄉ，ꈨꆨꅇꂸ
ꅲ。"
handwriting_region_000581,真实手写,region,yi,hard,False,0.083333,0.093750,0.093750,0.111111,,3,36,36,ascii_any,handwriting_00037_hw_20260619_037_HWN_POEM_STANZA_006,"ꆀꆳꀏꋍꁏ，
ꎰꆳꉎꈪꁏꅉꇬ，
ꌅꋦꁋꂸꉬ，
ꀃꍯꄚꂸꄃ；
ꏦꍠꒉꄿꉆ，","ꆀꄂꀏꋍꁏ，
ꎰꄂꉎꈪꁏꅉꇬ，
ꌅꋦꁋꂸꉬ，
ꀃꏦꄚꂸꄃ；
ꏦꍠꒉꄿꉆ，"
gen_yu_hua_line_000003,根与花,line,yi,easy,True,0.083333,0.083333,0.062500,0.200000,,1,12,12,ascii_any,book_00003_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_003,ꉊꈯꎟꋠꏝ……39—51,ꉊꈯꎟꋠꏼ……39—51
yi_dictionary_line_000499,彝文检字本,line,yi_han_latin,hard,False,0.071429,0.071429,0.071429,0.200000,0.000000,1,14,14,"ascii_letter,ascii_any",book_00535_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_005__body_line,ꋀ（cuop）ꂿꆹꂿꋉ破烂物,ꋉ（cuop）ꂿꆹꂿꋉ破烂物
gen_yu_hua_line_000012,根与花,line,yi,easy,True,0.066667,0.066667,0.052632,0.000000,,1,15,14,ascii_any,book_00012_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_012,ꃤꈬꄰꁮꅉ……162——175,ꃤꈬꄰꁮꅉ……162—175
yi_dictionary_line_000503,彝文检字本,line,yi_han_latin,hard,False,0.066667,0.066667,0.066667,0.200000,0.000000,1,15,15,"ascii_letter,ascii_any",book_00539_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_011__body_line,ꏓ（rep）ꏓꏡ收集，ꏓꊯ到齐,ꏓ（rep）ꏓꏡ收集，ꏽꊯ到齐
handwriting_region_000552,真实手写,region,yi,hard,False,0.058824,0.062500,0.062500,0.074074,,2,34,34,ascii_any,handwriting_00008_hw_20260619_008_HWN_PARAGRAPH_2LINE_008,"ꀠꈌꀋꍽꑌ，ꌦꌺꌊꌺꇴ
ꇁꋯ。ꋍꑍꇰꒉꁉ，ꀆꂷꒊ
ꂷꋒ，ꅉꆷꉬꐮꎭ。","ꀠꈌꀋꍽꑌ，ꌦꌺꌊꌺꇴ
ꇁꋯ。ꋍꑍꇰꒉꁉ，ꀆꂷꒊ
ꂷꋒ，ꆃꏀꉬꐮꎭ。"
handwriting_region_000564,真实手写,region,yi,hard,False,0.058824,0.062500,0.062500,0.074074,,2,34,34,ascii_any,handwriting_00020_hw_20260619_020_HWN_PARAGRAPH_2LINE_020,"ꌀꏂꀕꃅꃢ，ꌦꆗꌋꆗꈬ
ꑻꁵ。ꆀꐈꎰꉙꃅ，ꈬꉖ
ꆪꀋꅐ，ꒉꅸꒉꄩꁮ。","ꌀꏂꈌꃅꃢ，ꌦꆗꌋꆗꈬ
ꑻꁵ。ꆀꐈꎰꉙꃅ，ꈬꉖ
ꆪꀋꅤ，ꒉꅸꒉꄩꁮ。"
luoe_teyi_region_000515,《勒俄特依》译注,region,yi_han,hard,False,0.055556,0.000000,0.000000,0.000000,0.000000,1,18,17,ascii_any,book_00286_luoe_parent__luoe_teyi_annotated_p168_old_luoe_reference__v4_box_003__yi_phonetic_parent_region,"差一个的是什么？
ꋌꈨꆏꇠꄏꃳꆏ，","差一个的是什么？
ꋌꈨꆏꇠꄏꃳꆏ，"
handwriting_region_000580,真实手写,region,yi,hard,False,0.052632,0.058824,0.058824,0.068966,,2,38,38,ascii_any,handwriting_00036_hw_20260619_036_HWN_POEM_STANZA_001,"ꌌꇁꄵꇓꒈꇤꆏ，
ꏷꌩꀂꏽꉆꄉꁻ，
ꈧꁻꈨꂸꌸ，
ꆪꁻꆪꂸꌸ，
ꏷꒆꄾꏪꀕ，","ꃅꇁꄵꇓꒈꇤꄸ，
ꏷꌩꀂꏽꉆꄉꁻ，
ꈧꁻꈨꂸꌸ，
ꆪꁻꆪꂸꌸ，
ꏷꒆꄾꏪꀕ，"
le_e_ma_mu_guide_line_000163,勒俄玛牧导读教程,line,yi_han,medium,False,0.052632,0.000000,0.000000,0.000000,0.000000,1,18,19,ascii_any,book_00163_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_019__body_line,ꄂꐎꁧꑎꄃ／ꄂꐎꁧꇬꐥ扎根在白云山；,"ꄂꐎꁧꑎꄃ／ꄂꐎꁧꇬꐥ
扎根在白云山；"
le_e_ma_mu_guide_line_000183,勒俄玛牧导读教程,line,yi_han,medium,False,0.052632,0.000000,0.000000,0.000000,0.000000,1,18,19,ascii_any,book_00183_le_e_ma_mu_guide__le_e_ma_mu_guide_p086_modern_yi_han_mixed__v3_box_016__body_line,ꇠꌠꑲꂸꌧ／ꇫꇠꑲꀋꌧꃅ不会作解答，,"ꇠꌠꑲꂸꌧ／ꇫꇠꑲꀋꌧꃅ
不会作解答，"
screen_page_000599,屏幕页面,page,yi,easy,False,0.051515,0.055556,0.054839,0.060932,,17,330,330,ascii_any,screen_page_003,"ꋍꐯꌕꁏꎭꂵꀕꉘꁧꀊꄶꂷ，
ꁧꐙꇂꃴꃪꍻꅔꂷꐛꄸꃀ，
ꋍꏂꀑꑌꀊꂿꀒꑌꀊꄶꋦ，
ꉠꆺꑳꀊꂿꃅꃴꈭꏂꐊꄉꀱꁧꌦꀒ，
ꋍꏯꀱꆏꋍꏯꄚꊂꈹꍈꑍ，
ꉂꇁꑟꅇꈍꇖꌠꉬꑌꀋꐙ，
ꉘꇈꇁꄿꌧꐴꇇꀘꀱꇁꄮ，
ꉠꉌꃀꂷꌠꑖꈈꀕꃅꆏꉂꇁꀑ，
ꋍꐯꌕꁏꎭꂵꀕꉘꁧꀊꄶꂷ，
ꁧꐙꇂꃴꃪꍻꅔꂷꐛꄸꃀ，
ꋍꏂꀑꑌꀊꂿꀒꑌꀊꄶꋦ，
ꉠꆺꑳꀊꂿꃅꃴꈭꏂꐊꄉꀱꁧꌦꀒ，
ꋍꏯꀱꆏꋍꏯꄚꊂꈹꍈꑍ，
ꉂꇁꑟꅇꈍꇖꌠꉬꑌꀋꐙ，
ꉘꇈꇁꄿꌧꐴꇇꀘꀱꇁꄮ，
ꉠꉌꃀꂷꌠꑖꈈꀕꃅꆏꉂꇁꀑ，
ꅿꀊꄶꃰꊿꉂꐪꑟꑌ，
ꋍꏢꀑꑌꀑꒉꏤꅍꍿ，
ꅿꀊꄶꀑꑌꀑꏤꅍꏮ，
ꉂꌠꀑꑌꀋꂓꀊꄂꑌꀋꉬꀑ，
ꅿꀊꄶꀿꄜꄮꆏꀿꉂꇁ，
ꃀꄜꄮꆏꃀꉂꇁꌦꃰ，
ꅿꀊꄶꀑꑌꀑꒉꏤꅍꏮ，
ꉠꇇꀘꊏꌋꉢꄏꂷꌠꉂꇁꌦꀑ，
ꇇꀘꊏꌋꉢꄏꂷꌠ……。","ꋍꐯꌕꁏꎭꎭꀕꉘꁧꀊꄶꂷ，
ꁧꐙꇂꃴꃪꍻꅔꂷꐛꄸꃀ，
ꋍꏂꀑꑌꀊꂿꀋꑌꀊꃘꋦ，
ꉠꆺꑳꀊꂿꃅꃴꈭꏂꐊꄉꀱꁧꌦꀒ，
ꋍꏯꀱꆏꋍꏯꄚꊂꈔꍈꑍ，
ꉂꇁꑟꅇꈍꇖꌠꉬꑌꀋꐙ，
ꉘꇈꇁꄿꌧꐈꇇꀘꀱꇁꄮ，
ꉠꉌꃀꂷꌠꑖꈈꀕꃅꆏꉂꇁꀑ，
ꋍꐯꌕꁏꎭꂵꀕꉘꁧꀉꄶꂷ，
ꁧꐙꇂꃴꃪꍻꅔꂷꐛꄸꃀ，
ꋍꏂꀑꑌꀊꂿꀒꑌꀊꈴꋦ，
ꉠꆺꑳꀊꂿꃅꃴꈭꏂꐊꄉꀱꁧꌦꀒ，
ꋍꃆꀱꆏꋍꏯꄚꊂꈹꍈꑍ，
ꉂꇁꑟꅇꈍꇖꌠꉬꑌꀋꐙ，
ꉘꇈꇁꄿꌼꐴꇇꀘꀱꇁꄮ，
ꉠꉌꃀꂷꌠꑖꈇꀕꃅꆏꉂꇁꀑ，
ꅿꀊꄶꃰꊿꉂꐪꑟꑌ，
ꋍꏢꀑꑌꀑꒉꏤꅍꍿ，
ꅿꀊꄶꀑꑌꀑꏤꅍꏮ，
ꉂꌠꀑꑌꀋꂓꀉꇔꑴꀋꉌꀑ，
ꅿꀊꄶꀨꄜꄮꆏꀿꉂꇁ，
ꃀꄜꄮꆏꃀꀫꇁꌦꃰ，
ꅿꀊꄶꀑꑌꀑꒉꏤꅍꏮ，
ꉠꇇꀘꊏꌋꉢꄏꂷꌠꒀꇁꌦꀑ，
ꇇꀘꊏꌋꉢꄏꂷꌠ……。"
gen_yu_hua_line_000013,根与花,line,yi,easy,True,0.050000,0.050000,0.041667,0.000000,,1,20,19,ascii_any,book_00013_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_013,ꒉꄩꇓꋒꋉꇓꋒꊾꇢꏿ……176——189,ꒉꄩꇓꋒꋉꇓꋒꊾꇢꏿ……176—189
le_e_ma_mu_guide_line_000161,勒俄玛牧导读教程,line,yi_han,medium,False,0.050000,0.000000,0.000000,0.000000,0.000000,1,19,20,ascii_any,book_00161_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_017__body_line,ꅐꅑꃰꃅꐛ／ꅐꅑꈐꏭꃰꃅꐛ成为鸟中鸟，,"ꅐꅑꃰꃅꐛ／ꅐꅑꈐꏭꃰꃅꐛ
成为鸟中鸟，"
le_e_ma_mu_guide_line_000146,勒俄玛牧导读教程,line,yi_han,medium,False,0.045455,0.000000,0.000000,0.000000,0.000000,1,21,22,ascii_any,book_00146_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_002__body_line,ꆺꑳꏂꃴꄃ／ꑳꂾꈵꃴꑠꇬꐥꇈ扎根在屋檐下；,"ꆺꑳꏂꃴꄃ／ꑳꂾꈵꃴꑠꇬꐥꇈ
扎根在屋檐下；"
le_e_ma_mu_guide_line_000162,勒俄玛牧导读教程,line,yi_han,medium,False,0.043478,0.000000,0.000000,0.000000,0.000000,1,22,23,ascii_any,book_00162_le_e_ma_mu_guide__le_e_ma_mu_guide_p038_modern_yi_han_mixed__v3_box_018__body_line,ꃅꈯꄀꌺꐙ／ꋋꆏꃅꈯꄀꌺꉬꀐ此即天空的神雕，,"ꃅꈯꄀꌺꐙ／ꋋꆏꃅꈯꄀꌺꉬꀐ
此即天空的神雕，"
le_e_ma_mu_guide_line_000240,勒俄玛牧导读教程,line,yi_han,medium,False,0.043478,0.000000,0.000000,0.000000,0.000000,1,22,23,ascii_any,book_00240_le_e_ma_mu_guide__le_e_ma_mu_guide_p261_modern_yi_han_mixed__v3_box_013__body_line,ꆫꃅꂿꏿꌋ／ꆫꃅꂿꏿꌊꌋꑠꂷꉬꌠ是牧耕之神；,"ꆫꃅꂿꏿꌋ／ꆫꃅꂿꏿꌊꌋꑠꂷꉬꌠ
是牧耕之神；"
le_e_ma_mu_guide_line_000244,勒俄玛牧导读教程,line,yi_han,medium,False,0.040000,0.000000,0.000000,0.000000,0.000000,1,24,25,ascii_any,book_00244_le_e_ma_mu_guide__le_e_ma_mu_guide_p261_modern_yi_han_mixed__v3_box_018__body_line,ꃰꊿꐥꐯꌠ／ꃰꊿꀂꉬꀐꄷꇫꐥꈧꌠꊈ世间的人们啊：,"ꃰꊿꐥꐯꌠ／ꃰꊿꀂꉬꀐꄷꇫꐥꈧꌠꊈ
世间的人们啊："
le_e_ma_mu_guide_line_000221,勒俄玛牧导读教程,line,yi_han,medium,False,0.038462,0.000000,0.000000,0.000000,0.000000,1,25,26,ascii_any,book_00221_le_e_ma_mu_guide__le_e_ma_mu_guide_p197_modern_yi_han_mixed__v3_box_010__body_line,ꌉꈿꁻꏤꌷ／ꑠꅹꌉꈿꁻꏤꌠꃆꂮꌷꌶ故学打战的战术；,"ꌉꈿꁻꏤꌷ／ꑠꅹꌉꈿꁻꏤꌠꃆꂮꌷꌶ
故学打战的战术；"
le_e_ma_mu_guide_line_000228,勒俄玛牧导读教程,line,yi_han,medium,False,0.038462,0.000000,0.000000,0.000000,0.000000,1,25,26,ascii_any,book_00228_le_e_ma_mu_guide__le_e_ma_mu_guide_p197_modern_yi_han_mixed__v3_box_017__body_line,ꋍꑍꂿꌠꌷ／ꋍꑍꋋꑍꆏꇌꂿꂶꌠꀉꒉꑵ有时耕者为贵，,"ꋍꑍꂿꌠꌷ／ꋍꑍꋋꑍꆏꇌꂿꂶꌠꀉꒉꑵ
有时耕者为贵，"
le_e_ma_mu_guide_line_000224,勒俄玛牧导读教程,line,yi_han,medium,False,0.037037,0.000000,0.000000,0.000000,0.000000,1,26,27,ascii_any,book_00224_le_e_ma_mu_guide__le_e_ma_mu_guide_p197_modern_yi_han_mixed__v3_box_013__body_line,ꋍꑍꒃꌠꒉ／ꋍꑍꋋꑍꆏꌧꇐꌷꌠꀉꒉꑵ有时勤学者为贵，,"ꋍꑍꒃꌠꒉ／ꋍꑍꋋꑍꆏꌧꇐꌷꌠꀉꒉꑵ
有时勤学者为贵，"
handwriting_region_000554,真实手写,region,yi,hard,False,0.031250,0.033333,0.033333,0.040000,,1,32,32,ascii_any,handwriting_00010_hw_20260619_010_HWN_PARAGRAPH_2LINE_010,"ꇰꊉꂾꂸꎵ，ꋍꇉꒉꂸꒉ，
ꒃꅉꅑꅉꃅ，ꋌꆹꃅꊭꋊ，
ꈻꆏꉱꁧꍣ。","ꆹꊉꂾꂸꎵ，ꋍꇉꒉꂸꒉ，
ꒃꅉꅑꅉꃅ，ꋌꆹꃅꊭꋊ，
ꈻꆏꉱꁧꍣ。"
le_e_ma_mu_guide_line_000222,勒俄玛牧导读教程,line,yi_han,medium,True,0.029412,0.000000,0.000000,0.000000,0.000000,1,33,34,ascii_any,book_00222_le_e_ma_mu_guide__le_e_ma_mu_guide_p197_modern_yi_han_mixed__v3_box_011__body_line,ꋍꑍꇱꌠꒉ④／ꋍꑍꋋꑍꆏꅸꇁꁮꐚꀵꄉꌉꌠꀉꒉꑵ有时冲锋陷阵者为贵，,ꋍꑍꇱꌠꒉ④／ꋍꑍꋋꑍꆏꅸꇁꁮꐚꀵꄉꌉꌠꀉꒉꑵ 有时冲锋陷阵者为贵，
screen_page_000597,屏幕页面,page,yi,easy,False,0.026820,0.029787,0.029289,0.030043,,7,261,261,ascii_any,screen_page_001,"ꉢꅿꐥꐨꈝꃀꏢꌦꈐꏮ
ꉌꃀꋍꂷꄉꅉꊌꊊꀋꐙꀑ
ꑭꁗꀒꁧꉜꄉꄔꄸꑌ
ꐰꇐꊂꈹꇁꄏꀕꀋꐚ
ꉢꅿꉌꃀꂷꌦꑓꁴꊰꇁꌦꀑ
ꉢꏣꉢꑟꉢꄝꆽꅞꈨꀑ
ꃅꈎꃅꆪꀀꌳꃆꁧꇭꆹꄿꀕꀑ
ꉢꀿꉢꃀꐥꅉꃀꅉꑟꇁꀑꃀꀋ
ꉢꅿꐥꐨꈝꃀꏢꌦꈐꏮ
ꉌꃀꋍꂷꄉꅉꊌꊊꀋꐙꀑ
ꑭꁗꀒꁧꉜꄉꄔꄸꑌ
ꐰꇐꊂꈹꇁꄏꀕꀋꐚ
ꉢꅿꉌꃀꂷꌦꑓꁴꊰꇁꌦꀑ
ꉢꏣꉢꑟꉢꄝꆽꅞꈨꀑ
ꃅꈎꃅꆪꀀꌳꃆꁧꇭꆹꄿꀕꀑ
ꉢꀿꉢꃀꐥꅉꃀꅉꑟꇁꀑꃀꀋ
ꉘ……
ꉌꃀꄡꊰꂷꀋ
ꑓꁴꄡꊰꂷꀋ
ꑌꅐꑌꈌꁏꀑ
ꑌꈌꁏꇁꂰꀑ
ꐰꇐꑌꅉꑌꀋ
ꈐꀑꉆꅉꉆꀋ
ꃰꊿꋬꂻꇁꀑ
ꋬꂻꇁꅉꈭ
ꃰꊿꋬꂻꇁꀑ
ꋬꂻꇁꅉꈭ","ꁯꅿꐥꐨꈝꃀꏢꌦꈐꏮ
ꉌꃀꋍꂷꄉꅉꊌꊊꀋꐙꀑ
ꑭꍘꀒꁧꉜꄉꄔꄸꑌ
ꐰꇐꊂꈹꇁꄏꀕꀋꐚ
ꉢꅿꉌꃀꂷꌦꑓꁴꊰꇁꌦꀑ
ꉢꏣꉢꑟꁯꄝꆽꅞꈨꀑ
ꃅꈎꃅꆪꀀꌳꃆꁧꇭꆹꄿꀕꀑ
ꉢꀿꉢꃀꐥꅉꃀꅉꑟꇁꀑꃀꀋ
ꉢꅿꐥꐨꈝꃀꏢꌦꈐꏮ
ꉌꃀꋍꂷꄉꅉꊌꊊꀋꐙꀑ
ꑭꁗꀒꁧꉜꄉꄔꄸꑌ
ꐰꇐꊂꈹꇁꄏꀕꀋꐚ
ꉢꅿꉌꃀꂷꌦꑓꁴꊰꇁꌦꀑ
ꉢꏣꉢꑟꉢꄝꆽꅞꈨꀑ
ꃅꈎꃅꆪꀀꌳꃆꁧꇭꆹꄿꀕꀑ
ꉢꀿꉢꃀꐥꅉꃀꅉꑟꇁꀑꃀꀋ
ꉘ……
ꉌꃀꄡꊰꂷꀋ
ꑓꁴꎆꊰꂷꀋ
ꑌꅐꑌꈌꁏꀑ
ꑌꈌꁏꇁꂰꀑ
ꐰꇐꑌꅉꑌꀋ
ꈐꀑꉆꅉꉆꀋ
ꃰꊿꋬꑄꇁꀑ
ꋬꆖꇁꅉꈭ
ꃰꊿꋬꂻꇁꀑ
ꋬꆅꇁꅉꈭ"
handwriting_region_000547,真实手写,region,yi,hard,False,0.020833,0.022727,0.022727,0.026316,,1,48,48,ascii_any,handwriting_00003_hw_20260619_003_HWN_PARAGRAPH_2LINE_003,"ꃪꀮꐎꒃꊪ，ꀋꃋꌐꃶ
ꂿꆏꒉ，ꋍꂷꀋꇎꌠꑞꄜ，
ꐯꃱꌺꉾꃱꌺꈬꀺꋩ，
ꁯꃴꋚꀋꍈ，
ꑙꉬꇊꇉꆏ。","ꃪꀮꐎꒃꊪ，ꀋꃋꌐꃶ
ꂿꆏꒉ，ꋍꂷꀋꇎꌠꑞꄜ，
ꐯꃱꌺꉾꃱꌺꈬꀺꋩ，
ꁯꃴꋚꀋꍍ，
ꑙꉬꇊꇉꆏ。"
